29,357,0
9,96,0
3,112,0
3,86,0
3,94,0
7,101,0
4,105,0
2,173,0
4,132,0
4,115,0
3,104,0
13,129,0
13,106,0
2,143,0
4,99,0
3,137,0
4,118,0
3,100,0
2,105,0
3,99,0
10,121,0
3,95,0
3,95,0
4,107,0
6,143,0
3,162,0
2,106,0
3,124,0
6,127,0
3,122,0
2,99,0
3,113,0
3,115,0
2,106,0
10,123,0
3,152,0
7,130,0
3,100,0
2,111,0
3,103,0
5,111,0
3,127,0
2,100,0
3,94,0
9,117,0
2,114,0
3,125,0
3,125,0
5,96,0
4,140,0
4,120,0
4,150,0
2,149,0
2,100,0
2,99,0
3,92,0
14,113,0
3,139,0
3,94,0
4,107,0
4,99,0
3,95,0
12,105,0
3,128,0
5,95,0
2,117,0
2,119,0
4,122,0
5,110,0
3,99,0
2,125,0
3,128,0
19,111,0
2,101,0
4,136,0
4,93,0
2,120,0
4,120,0
3,96,0
2,126,0
3,136,0
3,110,0
5,99,0
4,122,0
3,101,0
3,139,0
29,94,0
3,92,0
14,103,0
3,115,0
3,103,0
11,116,0
7,116,0
2,111,0
5,104,0
5,198,0
3,153,0
4,152,0
5,125,0
2,150,0
3,91,0
5,112,0
3,99,0
2,114,0
3,121,0
2,155,0
3,128,0
3,100,0
5,127,0
4,130,0
3,96,0
4,120,0
3,102,0
7,146,0
2,159,0
4,94,0
4,87,0
3,99,0
14,117,0
5,130,0
4,133,0
3,117,0
3,101,0
3,108,0
5,100,0
3,106,0
3,92,0
4,105,0
3,128,0
2,100,0
3,98,0
5,94,0
3,98,0
3,98,0
34,98,0
6,121,0
4,122,0
3,98,0
6,115,0
3,95,0
13,106,0
5,92,0
3,110,0
3,123,0
3,91,0
4,127,0
3,105,0
3,116,0
4,99,0
5,130,0
5,128,0
3,93,0
4,118,0
5,123,0
3,119,0
3,94,0
3,96,0
5,96,0
13,134,0
3,120,0
5,126,0
3,97,0
4,106,0
4,239,0
4,136,0
4,134,0
4,131,0
5,108,0
3,97,0
3,111,0
4,95,0
3,132,0
3,128,0
4,119,0
3,134,0
2,107,0
3,106,0
3,95,0
6,129,0
3,114,0
4,104,0
5,101,0
3,112,0
4,157,0
6,118,0
3,130,0
4,120,0
5,93,0
9,112,0
3,117,0
4,118,0
3,127,0
3,98,0
3,124,0
4,130,0
5,108,0
3,100,0
4,128,0
3,126,0
3,105,0
4,137,0
3,129,0
3,120,0
3,94,0
5,125,0
3,107,0
3,98,0
3,99,0
3,107,0
3,99,0
3,99,0
3,99,0
3,109,0
3,98,0
42,111,0
5,123,0
3,137,0
4,106,0
7,107,0
3,123,0
3,122,0
5,119,0
3,90,0
3,96,0
4,106,0
3,119,0
3,98,0
4,117,0
5,124,0
3,101,0
4,122,0
5,229,0
5,117,0
2,97,0
4,116,0
3,139,0
3,101,0
3,103,0
4,93,0
11,102,0
4,129,0
5,100,0
3,114,0
3,112,0
5,121,0
4,118,0
3,117,0
3,97,0
3,101,0
3,124,0
3,106,0
3,99,0
3,104,0
5,95,0
10,107,0
4,131,0
6,134,0
3,142,0
4,109,0
5,120,0
5,96,0
3,101,0
3,99,0
3,97,0
3,104,0
4,95,0
3,118,0
2,100,0
13,115,0
6,124,0
3,141,0
3,111,0
3,109,0
3,105,0
5,94,0
3,107,0
3,99,0
4,98,0
3,102,0
3,101,0
4,92,0
23,122,0
12,103,0
3,120,0
5,108,0
5,97,0
3,99,0
3,97,0
3,116,0
57,121,0
4,132,0
4,137,0
3,99,0
7,128,0
3,98,0
3,99,0
3,96,0
3,112,0
3,191,0
3,105,0
3,92,0
7,123,0
2,96,0
9,108,0
3,100,0
5,123,0
4,127,0
3,109,0
4,125,0
3,128,0
4,113,0
3,112,0
3,132,0
4,131,0
5,114,0
3,103,0
3,127,0
4,101,0
6,133,0
3,148,0
3,123,0
3,122,0
3,107,0
4,127,0
3,139,0
3,124,0
6,146,0
3,117,0
3,137,0
4,118,0
2,105,0
3,129,0
4,136,0
5,116,0
3,102,0
5,127,0
4,121,0
5,99,0
4,128,0
3,131,0
3,112,0
3,102,0
7,127,0
3,95,0
4,122,0
3,128,0
5,129,0
3,144,0
3,118,0
3,97,0
3,134,0
5,99,0
4,140,0
3,135,0
5,131,0
3,140,0
3,92,0
4,117,0
4,143,0
3,99,0
6,131,0
3,127,0
3,97,0
6,153,0
3,128,0
4,104,0
7,105,0
3,102,0
4,137,0
4,130,0
4,100,0
4,162,0
3,113,0
3,121,0
3,101,0
4,146,0
3,135,0
4,106,0
3,106,0
5,100,0
3,100,0
4,131,0
3,124,0
7,107,0
3,141,0
3,130,0
4,134,0
7,125,0
4,133,0
4,150,0
4,131,0
2,145,0
3,98,0
4,132,0
3,126,0
5,98,0
3,125,0
3,118,0
3,115,0
5,106,0
4,101,0
3,118,0
4,123,0
5,121,0
4,152,0
3,148,0
3,114,0
4,111,0
4,143,0
11,112,0
3,131,0
4,111,0
5,92,0
4,137,0
3,104,0
32,111,0
4,94,0
3,134,0
2,123,0
3,97,0
13,112,0
5,96,0
3,100,0
4,134,0
5,114,0
2,95,0
3,112,0
3,106,0
4,197,0
5,158,0
3,128,0
4,139,0
3,98,0
6,124,0
3,124,0
3,122,0
3,128,0
5,89,0
4,122,0
3,134,0
5,115,0
3,98,0
3,125,0
4,122,0
3,105,0
3,121,0
4,138,0
3,131,0
4,110,0
6,134,0
3,148,0
3,97,0
4,128,0
4,129,0
3,130,0
3,103,0
3,117,0
6,108,0
3,140,0
3,94,0
4,126,0
5,120,0
3,123,0
5,135,0
4,142,0
4,128,0
5,120,0
3,100,0
4,126,0
4,109,0
5,103,0
3,99,0
3,98,0
3,104,0
6,102,0
3,119,0
3,101,0
4,97,0
6,111,0
4,144,0
3,123,0
4,118,0
5,93,0
3,124,0
3,137,0
3,125,0
5,98,0
3,136,0
3,106,0
3,114,0
5,135,0
3,107,0
3,99,0
3,94,0
7,248,0
5,126,0
3,117,0
3,100,0
5,99,0
4,103,0
4,128,0
3,123,0
3,144,0
3,130,0
3,119,0
3,100,0
6,124,0
3,119,0
3,97,0
3,99,0
5,98,0
4,132,0
3,127,0
5,112,0
18,119,0
10,106,0
4,97,0
4,163,0
5,135,0
3,139,0
3,107,0
3,96,0
4,102,0
5,101,0
3,99,0
3,118,0
5,149,0
4,123,0
3,134,0
3,106,0
3,108,0
15,105,0
6,126,0
3,119,0
2,100,0
3,102,0
4,99,0
3,120,0
3,100,0
3,109,0
5,107,0
3,96,0
3,103,0
3,99,0
6,105,0
3,103,0
4,103,0
5,110,0
3,103,0
3,103,0
4,95,0
23,110,0
5,122,0
3,149,0
3,91,0
4,108,0
3,103,0
4,117,0
3,114,0
3,188,0
7,155,0
6,103,0
4,132,0
3,133,0
4,140,0
6,132,0
3,96,0
3,122,0
4,104,0
3,151,0
5,134,0
3,131,0
3,108,0
6,135,0
4,154,0
3,100,0
4,137,0
5,114,0
3,127,0
3,102,0
5,123,0
4,99,0
15,129,0
3,93,0
4,136,0
6,126,0
3,125,0
4,129,0
3,124,0
4,102,0
5,127,0
4,161,0
3,117,0
3,103,0
4,121,0
3,102,0
3,100,0
4,104,0
3,116,0
3,101,0
3,113,0
3,103,0
3,96,0
5,101,0
3,97,0
3,128,0
3,146,0
6,101,0
3,134,0
3,135,0
3,130,0
4,149,0
3,107,0
3,117,0
4,118,0
3,112,0
3,131,0
3,136,0
3,100,0
3,116,0
3,106,0
3,126,0
5,103,0
4,123,0
3,243,0
4,110,0
8,145,0
3,108,0
3,99,0
3,94,0
3,99,0
5,98,0
3,103,0
5,113,0
5,95,0
3,99,0
3,96,0
5,97,0
3,100,0
3,103,0
3,101,0
4,103,0
7,125,0
11,130,0
4,108,0
5,100,0
3,111,0
3,97,0
4,97,0
3,125,0
3,96,0
5,141,0
5,134,0
3,103,0
4,137,0
3,102,0
27,139,0
3,101,0
3,119,0
5,131,0
3,100,0
4,128,0
4,152,0
6,121,0
3,106,0
3,124,0
6,125,0
3,100,0
2,126,0
4,143,0
3,117,0
3,132,0
3,122,0
3,106,0
8,124,0
4,150,0
3,115,0
5,131,0
5,139,0
3,117,0
8,116,0
3,96,0
5,130,0
4,149,0
3,102,0
4,131,0
5,135,0
5,128,0
3,151,0
3,226,0
4,114,0
6,125,0
3,101,0
25,115,0
3,104,0
6,120,0
3,117,0
3,103,0
6,118,0
3,104,0
3,103,0
3,96,0
3,114,0
3,109,0
3,99,0
3,111,0
3,100,0
4,97,0
15,126,0
3,150,0
3,122,0
5,98,0
4,125,0
4,144,0
5,103,0
6,135,0
3,145,0
4,130,0
5,137,0
5,95,0
3,126,0
3,106,0
20,126,0
5,104,0
4,120,0
3,141,0
3,99,0
4,145,0
3,137,0
3,98,0
5,128,0
6,129,0
3,103,0
3,104,0
3,98,0
5,100,0
3,100,0
4,156,0
5,135,0
3,116,0
26,129,0
4,114,0
8,127,0
3,145,0
3,105,0
3,101,0
6,121,0
4,147,0
3,130,0
3,131,0
6,135,0
4,114,0
3,135,0
4,299,0
6,111,0
4,143,0
3,110,0
4,90,0
3,101,0
3,96,0
4,103,0
4,95,0
3,121,0
2,100,0
3,100,0
4,138,0
3,154,0
3,120,0
3,101,0
2,120,0
3,120,0
5,137,0
4,124,0
3,136,0
3,109,0
6,143,0
3,127,0
3,95,0
5,125,0
6,128,0
3,110,0
3,101,0
3,98,0
6,105,0
3,98,0
4,127,0
4,126,0
4,99,0
4,123,0
4,149,0
5,143,0
6,135,0
3,127,0
3,97,0
3,96,0
6,122,0
3,140,0
4,124,0
4,105,0
6,124,0
3,145,0
3,130,0
3,103,0
5,97,0
27,137,0
3,102,0
4,130,0
5,123,0
3,101,0
3,114,0
5,115,0
3,97,0
5,122,0
5,127,0
3,92,0
3,101,0
3,97,0
3,142,0
3,232,0
2,124,0
3,107,0
7,133,0
3,105,0
3,100,0
4,96,0
3,119,0
3,110,0
